gene	Body wall muscle	Intestinal/rectal muscle	Pharyngeal muscle	Pharyngeal epithelia	Pharyngeal gland	Seam cells	Non-seam hypodermis	Rectum	Ciliated sensory neurons	Oxygen sensory neurons	Touch receptor neurons	Cholinergic neurons	GABAergic neurons	Pharyngeal neurons	flp-1(+) interneurons	Other interneurons	Canal associated neurons	Am/PH sheath cells	Socket cells	Excretory cells	Intestine	Germline	Somatic gonad precursors	Distal tip cells	Vulval precursors	Sex myoblasts	Coelomocytes
apm-1	1.63774	24.6566	67.1414	118.567	160.964	31.6472	32.7662	23.6555	4.08127	0	0	0	20.1613	0	0	4.0968	0	88.8704	81.5417	59.026	96.0515	1.58528	20.1452	0	27.186	34.5609	0
apn-1	16.4464	23.0884	61.3955	24.5563	29.2121	34.8521	26.4719	0	12.7142	4.71754	12.977	7.87335	172.066	24.8568	13.6106	16.8971	16.031	17.694	9.33175	23.4274	26.3567	171.199	46.6266	27.1697	51.6503	38.6945	13.9654
app-1	24.8429	36.229	49.2346	44.4031	9.3191	27.977	8.26162	8.35086	0	0	0	4.64727	24.8756	19.6882	0	0	6.02029	48.8366	65.2135	117.832	140.919	134.804	76.1864	123.76	11.2405	38.8376	16.8774
apr-1	17.5593	52.9167	33.0328	27.1263	5.80518	44.1373	20.3468	0	0.774217	96.2392	115.75	128.591	48.9976	146.441	8.44308	30.1354	181.059	9.97748	101.479	22.0348	18.7777	145.968	34.225	64.2804	31.7563	40.1891	8.28062
aps-2	2.61306	8.48608	0	7.74339	36.6057	8.02699	3.82188	27.9553	17.4631	0	98.514	33.0308	136.998	0	0	41.8006	0	2.3959	10.8248	4.24997	0	0.0873887	3.40641	22.3758	0.807241	1.02305	4.61232
apg-1	52.7697	69.7804	83.171	233.842	143.48	107.776	82.9108	90.4663	65.8293	115.048	100.187	200.356	147.289	147.635	94.875	110.566	105.675	144.354	109.524	225.783	267.855	174.603	125.571	108.958	170.807	90.5641	110.547
aps-1	6.31948	57.4177	30.3454	24.4238	17.023	14.6273	13.1632	33.3368	19.4813	58.7298	7.24942	22.5798	19.9367	18.7336	32.565	16.6931	23.2388	38.2292	18.78	39.3397	7.1973	38.5511	24.5804	9.40527	30.6336	20.4038	19.9194
apb-1	27.8266	59.7152	106.004	106.125	105.467	98.2188	47.2801	95.1671	147.408	193.868	108.989	272.483	269.03	169.543	88.5054	169.67	220.068	78.9371	126.599	65.5844	167.902	109.714	81.216	199.125	127.569	48.2395	51.1788
apa-2	18.5233	65.1247	87.5504	41.6867	43.9391	62.8148	35.7416	40.3275	113.435	62.6772	85.2635	298.633	430.733	111.1	162.94	125.938	117.768	53.3069	65.1311	56.381	55.1778	1.58333	75.0478	88.3795	74.3679	50.2699	46.8277
apd-3	55.2218	51.4032	127.412	127.311	78.5248	171.307	50.3077	131.327	215.945	323.101	445.564	570.146	982.021	244.366	384.397	421.322	363.079	53.3795	233.011	260.426	343.494	252.051	116.462	231.486	205.755	114.249	73.2811
apb-3	43.5263	86.7021	71.1537	82.1125	88.3728	140.278	59.47	68.5868	124.517	264.415	87.4708	261.693	367.865	187.199	138.609	247.614	258.429	53.6014	104.505	118.97	206.595	177.402	148.808	231.297	143.314	123.409	154.218
apm-3	3.80049	26.9424	27.8789	9.61792	0	16.9602	6.30408	29.0682	35.4746	24.4032	57.0356	26.0503	93.2187	14.3326	5.87406	17.507	8.60926	6.14985	15.4012	24.9108	4.78337	0.463908	17.644	21.0749	15.2344	13.9584	7.13926
aps-3	2.86093	3.75143	5.40194	0	3.44242	9.31184	0.903894	25.3986	3.22731	22.4184	0	20.1277	11.8014	10.944	0	0	91.7658	17.6119	2.57447	3.51815	5.08784	19.9802	29.8968	5.64705	0.721804	3.32706	19.2112
apt-9	0.457394	0	0	0	0	0.787338	0	3.55115	113.848	219.954	49.3147	36.0925	113.071	65.2096	0	20.6093	20.6113	0	2.94341	0	1.39226	0.101889	0	0	0	0	3.04288
apx-1	2.37384	0	0	1.31823	0	0.905449	10.2713	0	0	0	0	0.130389	6.15764	19.7808	0	19.2486	4.649	0.559242	3.34526	0	13.8549	147.757	7.27476	705.271	41.0242	8.48528	2.87234
aqp-1	0.0671102	0	12.6954	72.9519	0	11.2673	0	11.0827	0	9.08224	0	0	0	0	0	0	0	0	0	0	90.9986	0.0539414	0	0	0	0	3.49011
aqp-2	1309.17	5428.85	90.219	170.561	16.0646	149.781	294.776	903.196	440.233	1172.64	25.7597	345.471	2168.44	291.878	270.756	873.607	51.1701	199.731	1246.13	67.0237	5.9919	5.40228	103.855	0	644.457	4285.09	102.958
aqp-3	0.526265	0	1.89988	0	0	0.338725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416025	0	7.45218	0	0	0
aqp-4	0.983042	0	0	1.56755	0	4.94905	2.48205	0	0	0	0	5.8102	0	0	0	4.08198	10.8023	0	6.87198	0	25.819	0.406187	0.910063	0	4.27537	0	0
aqp-5	0.436582	0	4.85626	0	0	0	2.13296	0	0	0	17.8215	0	0	225.997	0	0	0	0	3.58575	0	0.465735	0	4.25319	0	0	0	0
aqp-6	0.56429	0	0.711172	0	4.01616	0	1.71185	0	0	0	0	0	0	0	0	1.59981	0	0	0	0	0.98819	0.0804638	0	0	0	0	1.6437
aqp-7	485.226	232.675	23.0303	13.2902	0	5.14542	93.5013	54.9672	168.835	997.98	73.8944	898.618	56.0806	43.5821	232.297	94.1859	179.521	4.97065	16.8271	40.4081	4.75619	1.76793	9.1649	103.711	0	119.941	128.667
aqp-8	0.352152	0	0	0	0	0.418956	23.0217	31.4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0431912	0	0	0	0	3.63951
aqp-9	28.9609	17.6173	0.584211	1.63854	0	0.646546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60586	2.11929	0.47001	0	0.457711	0	1.65851
aqp-10	23.6287	20.9185	30.8915	63.7181	58.08	46.3607	58.558	83.5109	8.00401	0	18.9494	0	0	11.7085	0	0	46.49	23.7502	26.0853	64.0618	20.4401	0.669053	58.3357	52.786	42.3532	64.1572	87.2805
aqp-11	18.8218	0	7.9017	8.69354	1.75979	1.3951	29.2586	16.7797	0	0	6.16052	0	4.3554	0	0	0	0	13.5407	53.7604	0	28.181	0.163561	83.9199	12.1007	0	30.3353	31.0065
arc-1	23.9788	22.1759	20.9138	14.6882	14.2604	25.2595	15.0405	3.74573	27.2343	104.972	12.3499	49.9881	45.1834	0	0	25.5315	42.2283	21.5485	9.73438	21.7435	47.4561	0.618593	45.23	41.0471	26.1719	36.9962	26.9703
ard-1	70.1302	32.7642	41.983	18.4406	17.142	23.2289	40.6852	1.86201	2.55959	0	4.00269	6.63588	5.18672	18.4087	16.7005	3.3996	9.38139	51.2448	10.5066	55.72	65.1403	37.1556	29.4761	25.4645	70.4209	50.2173	45.1877
arf-1.2	82.4594	242.721	153.046	150.337	100.697	305.384	64.2415	187.489	146.315	99.6817	182.301	181.125	106.756	243.365	118.42	189.426	109.062	149.202	207.702	343.838	50.4762	119.749	313.05	272.786	195.322	259.297	106.511
arf-3	104.036	173.847	181.91	176.229	478.171	453.117	129.654	369.956	127.903	36.1059	111.579	102.665	37.7648	64.356	179.417	159.566	182.563	314.982	272.947	168.911	66.2066	120.87	147.277	278.133	167.901	122.74	301.548
arf-6	11.7733	25.9294	36.9183	38.6618	20.8701	22.0854	5.79668	4.92316	24.0382	13.0118	27.9345	20.4532	39.4123	35.7693	9.98722	41.0562	36.4261	16.0515	16.1581	10.4995	6.05005	36.6175	36.0641	23.1478	14.0197	18.2495	26.4626
arg-1	0	19.7011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ark-1	269.018	207.002	20.03	63.0122	91.6843	100.603	98.9646	110.944	37.397	87.0395	36.8722	192.45	85.84	109.067	39.088	332.168	17.5803	59.6888	144.571	92.2236	81.2532	192.008	87.0383	196.155	149.793	295.613	85.5768
arl-1	9.75059	32.7956	33.604	23.8844	22.7911	47.9829	14.7529	17.1635	7.83785	12.4193	16.6995	35.8056	30.82	48.6284	4.42447	10.0287	72.4813	37.7975	62.161	0	7.99303	31.6142	23.1083	44.3034	22.6253	17.4804	12.5977
arl-3	193.523	18.1839	1.12442	7.52968	11.8071	7.61851	57.8276	24.3235	219.155	8.1357	0	2.63428	10.3306	0	0	0	0	0.895628	5.46772	0	423.422	0.076417	0	0	0	1.10781	1.75328
arl-5	4.42622	9.33074	0	0	0	17.8843	6.71745	4.82504	0	5.63349	15.3122	13.998	0	0	2.27886	8.00641	105.482	0.855897	0	0	1.90903	13.005	8.82943	2.98356	16.4404	36.3189	8.80382
arf-1.1	0.0273516	0	2.32742	0	0	0.328084	0	0	0	0	0	2.69924	0	0	0	0	0	0	0	0	0	0.74935	0	0	0	0	0
arl-8	39.736	81.4798	30.425	82.771	49.8213	43.0953	16.5514	17.7032	59.5881	44.7096	58.2781	93.934	136.348	94.2911	35.7593	159.98	18.625	84.1246	49.8405	30.9215	9.92139	96.6201	93.1404	160.026	38.7561	75.5497	16.6646
arl-6	0.105706	0	0	0	0	0	0	0	54.97	0	0	0	0	0	0	6.79921	0	0	0	0	0	0.14238	0	0	0	0	0
arr-1	9.30621	23.275	20.6629	7.98106	15.1836	15.0072	0.93746	1.51084	216.166	25.4795	42.6244	41.5387	92.8771	51.5362	17.5901	59.9256	36.19	15.3355	9.56916	2.23394	12.1665	0.222412	19.6939	22.03	16.5965	44.0582	15.7588
aars-1	74.1364	8.05406	158.392	37.9266	64.1416	60.9957	33.8033	34.8661	11.9974	76.0327	47.6491	18.9152	28.2387	80.9967	0	28.6542	109.202	21.2924	79.3583	42.6282	97.3757	237.522	125.768	158.109	87.2969	66.1886	19.9276
aars-2	80.6612	139.534	39.3108	151.713	204.574	59.5623	75.4821	105.518	28.5388	0	48.0695	73.9771	62.8545	38.6317	160.215	10.2142	25.8243	102.981	145.632	20.053	144.308	137.698	108.08	104.317	144.438	105.045	88.6285
art-1	49.9428	93.1274	77.2881	42.0153	48.9638	92.4277	46.8783	53.1263	22.8775	59.5207	12.1157	46.7909	44.8069	119.801	61.8223	27.713	78.3892	69.4251	21.9007	159.362	102.697	115.345	178.632	20.7112	98.3874	216.529	117.736
arx-1	37.7429	32.7383	107.427	130.409	34.9645	61.9381	30.9071	74.7948	165.977	70.5957	70.6183	82.8591	90.6395	28.215	114.472	130.19	74.2639	68.2752	192.273	68.3113	124.61	68.8887	98.393	170.649	124.71	62.3975	85.7343
arx-2	38.8423	71.8505	156.106	128.137	70.1838	52.9808	19.8999	0	45.5174	33.5733	39.001	42.6597	40.4712	20.7098	27.5897	51.8248	81.0429	112.351	232.665	42.8766	46.2692	103.661	109.046	125.958	97.2238	52.8373	64.2187
arx-3	52.5639	125.99	185.87	131.855	44.5366	71.8137	35.0197	58.1391	106.179	118.993	17.3954	66.171	156.766	0	28.4423	70.4889	97.233	75.1959	246.296	125.553	61.0965	113.669	213.994	166.66	167.34	86.5858	97.3278
exos-4.2	2.05799	1.38382	0	17.7735	11.3509	3.3879	1.78046	0	0	0	0	6.38577	0	12.6881	0	9.21082	0	0	1.67263	0	6.65261	17.5066	8.00524	6.20921	2.1818	3.59392	22.6961
arx-5	11.6217	67.2231	21.8856	35.8364	22.5378	19.6672	12.371	25.4918	2.59879	17.0765	11.6272	13.2998	14.6199	0	0	16.5356	0	26.9675	0	10.1229	6.21421	18.4309	10.2165	42.6578	18.2387	10.3769	44.9498
arx-6	7.54644	13.273	66.7423	6.05395	4.12933	15.5238	5.04755	2.55444	16.9339	0	0	33.1863	21.35	45.8826	0	20.1083	30.087	13.7122	61.6671	9.77555	1.65957	20.7302	45.7065	14.0175	10.6203	9.7204	7.12815
arx-7	6.6993	14.6719	19.006	48.5297	31.8284	19.6043	30.5153	11.4561	10.6997	0	5.48354	5.74473	12.1359	21.5183	28.6593	11.2898	12.7176	8.2279	14.3535	30.4134	13.3664	28.46	31.671	8.28102	18.604	7.4581	10.2211
asb-1	20.2849	29.2818	13.7568	26.9798	7.31652	29.6243	8.62632	17.18	18.2476	3.24302	102.985	87.4078	38.6769	54.4525	61.5417	51.6947	13.3252	24.7967	10.019	15.0347	5.14324	259.545	35.9733	59.7575	40.1807	37.7094	3.16405
asb-2	641.49	281.184	447.158	240.654	135.856	209.224	293.391	348.537	77.8008	154.302	181.186	192.622	253.153	279.805	115.482	232.843	147.845	272.247	102.399	392.662	219.45	4.86651	437.452	372.033	292.363	291.387	326.88
asc-1	17.202	35.2467	15.3826	18.0088	31.1216	23.1697	19.5267	6.68705	41.748	43.8683	50.8532	27.8567	39.6523	90.9343	8.11688	15.6982	65.4317	6.64293	13.9986	18.8501	81.6846	49.1698	25.829	28.2199	35.894	28.303	32.4191
asg-1	51.5266	70.1977	68.6099	16.5696	30.4556	34.7531	13.3483	36.6564	1.00991	32.0688	12.8753	27.3755	54.7983	14.8126	50.4154	7.35289	33.8942	34.3143	32.651	54.7359	10.2115	140.806	51.8772	24.0628	53.8519	52.9347	42.8172
asg-2	155.104	92.3984	134.255	68.4364	45.901	68.0935	121.843	80.4178	47.7136	56.5958	23.0699	49.6697	38.3369	92.5356	75.9332	12.7463	41.9298	85.1355	21.6661	57.9532	42.3338	0.748937	80.1993	114.88	86.4469	74.5596	91.5806
asm-1	83.1469	23.4614	0	0	0	0.684681	12.3413	34.1238	0	0	0	0	0	0	0	0	0	0	0	0	2.31439	1.17075	1.74506	7.44514	7.44144	0	1.98484
asm-2	0.180531	0	0	0	0	0.139959	0	0	0	0	0	6.03505	0	0	0	0	0	0	0	0	51.3197	0.0544779	0	0	0.952327	0	0
asm-3	0.383399	0	0	0	0	0	0	0	0	0	23.5286	0	0	0	0	0	0	0	0	0	2.26798	0.106812	0	0	0	0	0
asp-1	5.19974	7.19098	0	5.00499	0	14.6346	30.908	13.2858	15.1415	0	0	8.27951	0	82.7198	108.007	0	32.5145	0.981629	0	0	5161.16	3.33631	1.43706	3.90201	4.96496	5.43356	23.2477
asp-2	1.09515	0	0	2.42516	2.78649	2.17458	0	0	0	0	0	0	0	29.7637	0	0	0	0	11.6387	15.0292	863.332	0.549269	0.944153	0	0	0	0
asp-3	2.94196	18.9282	40.404	11.6408	0.692842	1.14456	3.44235	3.92129	4.06729	0	0	3.10795	0	0	0	0	0	10.092	2.69363	0	598.574	0.47951	1.77607	0	0	0	5.61165
asp-4	796.55	37.194	13.4456	55.357	10.55	717.112	13.4893	10.381	0	0	0	14.8719	0	3.30022	6.83658	6.83006	0	4.57618	13.0687	0	91.7914	2.1415	0.803368	0	2.46704	0.839381	0
asp-5	0.836051	4.68169	0	0	5.94479	0.725552	6.21539	0	0	0	0	0	0	0	0	0	0	2.58465	0	0	741.922	0.60038	0	0	0	0	3.42673
asp-6	1.89175	0	0	11.2604	0	1.57461	4.45477	0	0	11.4639	0	3.12769	0	0	0	0	17.1129	3.18626	0	0	1014.4	0.882831	0.754045	0	8.01213	0	6.98672
atf-2	6.6419	2.55968	13.6314	102.366	7.90417	34.8502	11.7125	6.81152	4.65576	0	0	0	7.66871	0	0	0	0	41.6522	83.9334	31.7841	2.01299	0.312565	0	0	17.4872	5.32845	17.9311
atf-5	116.089	79.272	90.3883	58.7804	117.662	72.9317	225.86	208.442	100.069	310.908	30.699	57.7208	52.5911	65.078	0	34.4406	0	124.33	2.17377	159.253	62.9103	0.519616	27.3028	75.7011	54.6632	18.4239	246.325
atf-6	12.9602	31.783	39.6605	27.7087	54.0037	46.7261	8.50959	10.488	28.4297	34.1257	34.923	39.7122	14.9209	34.5782	0	48.1683	67.4908	25.8776	14.7521	59.6994	89.5308	0.566694	42.5858	58.1781	59.0242	29.1297	146.345
atf-7	141.497	95.6505	710.511	458.977	196.876	182.591	479.918	413.822	943.695	700.166	542.257	401.193	894.778	744.549	374.097	1111.48	63.7057	430.409	304.541	476.749	555.484	362.424	220.651	159.539	185.532	142.644	153.944
atgp-1	285.286	150.392	181.81	150.127	222.857	54.5687	36.8312	41.4551	154.762	189.26	130.994	195.41	584.633	101.375	359.695	162.278	119.181	25.8253	135.511	19.6113	35.4642	6.43081	386.781	229.034	82.2881	665.503	38.3775
atgp-2	77.1837	140.479	120.905	127.359	6.80536	34.7475	27.4667	30.5645	37.2762	156.799	42.0483	114.927	61.2632	37.9986	0	94.0372	75.2416	46.7437	98.1092	68.3093	3.30188	0.238198	83.256	205.987	104.387	77.2956	231.047
atl-1	131.01	112.741	234.263	93.5024	199.11	310.415	73.7599	165.243	97.2312	147.201	219.826	224.623	340.707	500.523	115.894	177.641	184.343	89.0749	237.708	142.667	340.607	874.849	535.273	98.9358	403.631	340.495	212.101
atm-1	6.17539	5.11936	6.57118	12.0152	14.2568	176.818	33.2196	6.29971	130.458	49.3448	28.952	34.2986	30.3394	68.2223	8.09597	15.6313	88.8596	34.0811	40.2668	58.072	190.576	523.884	701.028	0	319.315	260.692	88.427
atn-1	828.787	189.701	380.157	503.218	17.1658	50.7836	9.33157	4.79865	26.7915	0	0	26.4686	14.55	11.9278	0	12.6506	14.3291	306.381	942.485	314.992	98.0438	1.49411	185.598	11.86	12.8858	28.9186	5.63906
atp-2	3397.88	1350.29	1696.16	816.954	838.068	1035.6	986.914	821.902	471.915	414.919	694.967	781.217	816.092	536.405	562.908	549.547	546.927	871.13	519.459	1050.94	1463.79	1565.21	2616.56	1070.22	1874.04	1830.77	1469.07
atp-3	575.451	317.43	449.424	173.618	154.929	198.228	327.051	294.708	244.909	92.0507	244.797	243.785	278.741	191.608	32.6695	182.349	249.843	145.174	149.097	229.482	108.144	247.028	328.957	318.569	328.477	259.145	269.451
atx-2	109.499	126.049	177.167	148.213	125.424	185.214	241.639	209.448	131.754	106.932	112.897	88.8261	71.8078	117.327	79.2393	107.418	153.704	153.91	133.75	91.3887	364.946	263.802	116.985	209.77	153.649	121.63	125.946
avr-14	93.6989	1.23498	4.50268	9.1492	0	5.16201	6.4136	0	112.499	44.1053	290.003	545.518	117.745	141.889	313.391	1136.63	0	22.0271	43.1582	0	5.8355	11.079	1.09419	52.236	0	0	42.1699
avr-15	2.02607	0	156.212	146.118	0	0.784362	13.2436	11.5535	37.8693	33.242	0	15.7574	106.531	171.772	450.404	310.177	175.546	0	0	3.89057	2.12513	0.36135	0	0	0	0	0.710103
baf-1	20.3458	81.6635	6.33635	24.9414	31.1285	48.115	15.2683	34.8982	11.6453	0	16.4506	24.4544	27.5545	11.3436	37.2215	0	43.2123	13.715	33.732	23.9858	3.38709	63.263	75.4761	44.5587	63.7119	41.5598	18.6675
bag-1	8.89344	0	11.844	16.0945	7.22909	19.3992	24.8279	9.56851	21.569	36.1591	0	4.05818	0	64.5795	10.358	29.4371	17.8808	9.98253	25.5484	9.01226	8.06882	57.4736	41.816	16.2018	11.4633	19.7408	8.72129
bam-2	1.01909	9.56334	262.699	150.978	162.514	19.1312	24.8451	148.724	6.03849	402.045	108.77	139.771	0	33.885	67.9649	28.3353	915.586	3.21719	63.6419	58.3786	203.798	6.07571	62.1573	19.9162	35.9394	5.08062	0
bar-1	39.6371	20.7363	0	0	0	42.4543	11.1008	18.8441	21.6332	0	0	91.1564	404.99	0	46.4025	5.97179	0	0	34.2166	0	38.9052	1.52088	4.1445	334.222	131.825	2.9296	7.58693
bas-1	0.528615	0	0	0	0	0.189923	7.81819	7.57239	6.15362	0	0	6.30737	0	44.0878	0	9.97903	0	0.771971	29.1001	0	7.52554	0.0872056	0	0	0.870385	0	2.30118
pah-1	0.900081	0	0	3.82312	0	18.0274	530.42	294.481	21.8694	12.3724	0	9.57434	0	0	0	2.86828	0	15.2826	33.5849	7.8837	4.27487	0.719295	0	0	7.39519	0	3.35479
bbs-1	0.335799	0	0	0	0	0.464331	0	0	122.854	45.9945	22.8551	0	0	0	0	0	14.3291	1.79126	0	0	0	0.281678	0	0	0	0	0
bbs-2	0.120751	0	0	0	0	0.853369	0	0	163.377	28.7132	0	0	0	0	0	0	22.6168	0	4.99583	0	0.481822	0.0515758	0	0	0	0	1.18199
bbs-8	3.26865	0.423526	0	0	0	0.269903	0	0	266.475	149.124	0	8.38487	0	0	0	0	0	0	0	0	0.481822	0	0	0	0	0	0
bca-1	132.639	5.40933	23.4116	13.2543	0	11.7997	15.1141	2.55444	4.8725	0	0	0	0	0	4.11834	2.3563	0	0	0	26.5079	18.423	1.28615	16.0464	4.93843	5.91815	0	3.56804
bcc-1	0.438693	0	0	0	0	4.74988	36.8449	0	3.46253	0	0	0	0	0	0	0	0	0	0	0	0.747672	0.585779	0	0	0	0	0
bec-1	59.0963	100.786	15.965	159.818	178.324	77.2211	150.496	134.065	23.5783	68.0185	16.8845	43.7459	34.0092	32.1688	51.7754	4.14952	6.447	35.6927	156.653	76.3843	143.308	83.8651	72.1688	34.8222	129.627	97.046	34.3355
ben-1	8.99097	53.8147	0	15.3197	10.0562	23.782	19.0849	48.5609	62.8638	711.436	486.069	1133.28	384.171	431.141	1513.46	913.705	471.219	14.791	98.8542	20.3749	18.4333	51.2819	36.8643	767.804	22.716	10.6362	14.4434
bir-1	2.55501	4.86682	0	6.51316	8.66837	5.75145	1.47866	0	3.15761	13.7164	4.18158	14.5361	0	9.07326	0	22.1238	39.4797	8.81989	7.68777	0	1.52626	27.5815	8.84668	7.9319	4.74392	11.7307	2.36843
bir-2	1.00201	0	0	3.39351	0	9.96559	0	0	0	0	0	0	0	0	0	0	0	1.49417	0	0	0	112.126	36.8484	5.79014	3.15762	0	0.847872
bli-1	0.0437142	0	0	0	0	0.804606	1.11781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129846	0	0	2.16837	0	2.3831
bli-2	0.178491	0	0	0.725576	0	63.448	0	6.64289	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786498	0	0	0	0	0
bli-3	1.73517	0	224.472	274.088	0	161.736	224.964	128.1	2.01981	0	0	0	0	0	0	0	0	2.50203	168.752	412.068	4.61487	0.498122	63.5474	6.88132	4.8434	0	0
bli-4	68.854	196.798	285.132	234.63	173.848	449.996	453.935	272.424	34.6547	56.5849	94.5505	39.1573	15.0208	243.725	27.0665	46.5851	111.241	1139.54	462.57	372.045	183.961	248.674	152.71	99.3861	254.393	89.9632	88.4382
bli-5	0.232176	0	8.13341	0	122.279	0	15.6192	32.9727	29.9515	0	0	0	0	0	0	0	0	0	0	0	1.43934	0.594036	0	0	0	3.40577	0.749112
bli-6	0.0333743	0	0	0	0	5.13325	13.149	4.89778	6.94531	0	0	2.68453	0	0	0	0	0	0	0	0	3.31164	0.192989	0	0	4.56884	0	0
bmk-1	2.92901	0	1.38835	5.2633	0	55.0624	0.953931	28.2662	26.0069	16.3497	0	0.260779	36.8394	0	0	9.96616	55.4874	0.76358	4.83269	13.7923	36.2707	309.986	113.024	15.3116	73.264	46.3921	0
bpl-1	9.95502	14.0459	10.3969	10.7859	26.1413	27.2472	23.2751	2.86516	92.1291	137.953	90.7759	211.429	176.841	106.312	38.0104	215.823	93.834	39.7126	22.6017	52.3516	15.1834	192.652	33.519	40.9006	26.2551	55.4257	35.9566
bra-1	4.59179	1.70077	1.57255	3.45768	0	1.96308	3.15759	0	331.676	49.3578	0	23.2665	0	14.4001	41.3644	39.7483	8.25266	11.4811	0	0	2.26791	0.164944	6.67182	0	0	7.81359	15.9372
F23H11.5	188.678	91.7413	118.599	125.752	182.747	82.0049	92.4946	49.4099	11.502	139.676	59.9213	112.72	101.927	296.288	58.0502	78.552	7.31486	59.6634	48.1005	133.842	42.3971	111.192	87.2979	187.073	126.111	101.666	139.76
brc-1	2.8176	6.36571	11.9768	9.07948	3.49901	39.187	2.33729	3.34042	5.70985	0	0	0.130389	0	9.95223	0	0	0	10.3366	14.4981	0	18.962	204.217	151.728	8.78852	20.3913	31.4722	1.91765
brd-1	2.73599	0	8.52355	16.8204	0	45.611	8.01214	0	1.92176	0	0	0.749238	47.8996	5.67685	0	2.97018	0	6.91408	0.792424	27.527	21.725	243.026	142.053	2.47736	23.1885	15.7069	3.60627
bre-1	14.3337	29.3712	4.97068	7.31227	545.384	120.995	6.20779	52.3446	76.1852	15.321	32.1915	13.5785	30.0235	33.591	15.7193	72.9013	24.2847	72.0305	20.6042	7.19011	104.228	2.85132	10.1148	4.65341	6.98114	30.2825	74.4069
bre-2	0.419097	0	0	0	28.9444	0.368243	0	0	53.09	0	0	0	0	0	0	0	0	36.9741	0	0	37.2663	0.718369	0.675181	0	0	0	2.66642
bre-3	75.1041	196.477	102.397	60.8621	201.063	106.852	106.775	34.5194	336.027	157.591	17.4075	91.5985	67.6248	224.416	136.128	44.6718	23.1166	389.774	180.464	112.799	75.4051	72.1953	674.052	111.153	330.854	115.167	36.1296
bre-4	41.8382	34.479	36.4162	34.6554	13.4941	29.6609	30.9703	17.2982	56.6363	10.278	110.84	50.9749	95.5155	21.5564	6.17467	61.4423	13.6735	17.0578	36.8115	14.4592	15.6125	53.3607	25.128	32.6688	36.1693	24.75	51.9955
bre-5	6.77381	2.23303	53.2022	38.9813	43.7825	12.2053	7.22495	0	0	0	0	0	0	0	0	13.357	0	15.3501	2.61545	20.1129	7.3409	96.3185	26.5194	31.2734	21.1677	18.307	14.4169
brf-1	25.1389	16.606	73.0425	28.5488	19.1569	45.6617	23.7865	3.2485	25.1871	10.5424	5.85912	9.80195	56.4954	20.683	0	22.5516	74.6727	18.8967	73.6575	24.4343	42.8719	199.409	51.0396	43.7647	60.1285	65.6605	22.0531
bro-1	0.225093	0	0	0	1.61255	11.2388	0.361957	0	0	0	0	0	0	0	0	0	0	1.44882	0	0	0	0.0668465	0	0	4.12118	0	0
brp-1	3.26742	6.70664	68.8912	1327.91	4.39584	675.569	1116.6	914.647	7.65906	0	0	14.0311	67.8287	46.2795	5.0387	14.4804	8.55644	186.797	4069.29	1120.79	22.3936	4.25208	329.589	18.0079	1537.33	7.73939	9.24364
btf-1	36.0074	32.5091	32.66	40.562	30.424	77.2849	14.3259	18.8239	2.44022	16.1024	29.6694	32.4163	24.6143	8.46998	10.8356	38.877	59.2893	35.6182	5.53114	19.1269	108.748	214.451	149.607	96.0324	106.293	95.4493	50.489
bub-1	0.802647	0	0.462783	2.8255	0	59.7233	1.11781	0	0	9.08224	0	3.38483	0	0	0	0	0	3.06228	0	0	19.2547	237.36	143.617	0	65.9204	34.9753	0
byn-1	142.535	110.843	126.443	132.891	199.856	109.821	53.5098	8.39431	60.4079	22.2087	19.6124	74.3827	58.3298	73.0276	50.6972	48.7066	79.9026	77.6496	96.9249	98.3168	117.576	205.903	302.043	137.454	303.55	422.801	133.05
cab-1	113.249	315.288	99.807	51.3022	930.605	38.2123	62.4463	38.531	6468.67	6917.24	3611.82	3536.79	1421.17	8595.82	11375.9	3326.14	283.348	1238.36	311.024	36.6385	429.047	4.05431	10.7441	3778.3	1904.61	1.59241	24.7568
cah-1	0.585028	24.5753	0	0	0	0.774984	0	0	56.8343	96.8028	30.7853	16.9835	10.2041	8.63066	38.5031	33.9544	0	0	0	0	0	4.25706	1.23817	0	4.63972	77.0462	0
cah-2	0.835877	0	0	6.90045	0	3.99274	2.87696	0	129.822	42.9868	190.433	142.096	794.699	119.908	0	527.189	317.187	0	11.8864	0	0	0.28096	0	0	0.403159	41.9038	0
cah-3	43.4276	2.13213	24.392	10.9492	41.9777	3.95232	5.65671	0	102.487	23.9942	66.3079	327.234	424.953	126.57	24.1613	290.354	7.11582	2.08028	10.6209	0	27.7851	0.357408	0	0	0	3.58787	14.9579
cah-4	18.2141	45.1882	73.5796	92.8227	15.6819	15.3931	101.376	52.8713	9.22869	24.526	21.2341	24.2026	56.9514	0	0	49.0728	16.3116	0	1.04696	70.3337	2.37556	0.289589	19.0348	0	1.67764	2.5741	0.934489
